model_set,model,year_id,location_id,abbreviation,state_name,state,region,division,population,pc,pc_lower,pc_upper,fr,fr_upper,fr_lower,aroc,aroc_yrs
Aggregate,Aggregate,2019,544,MA,Massachusetts,25,Northeast,New England,7063399.75478171,12745.4316057511,12316.7236057511,13174.1396057511,,,,0.0194884893008851,2013-2019
toc,Dental,2019,544,MA,Massachusetts,25,Northeast,New England,7063399.75478171,549.528896256762,523.831354819742,578.757104030405,0.0431154356785734,0.0451806260969207,0.0410981335930095,0.00845545630682887,2013-2019
toc,Home health,2019,544,MA,Massachusetts,25,Northeast,New England,7063399.75478171,820.202052529293,609.549890624941,1024.64461910433,0.064355373816854,0.0808942593679479,0.0477393478839938,0.0372195207958606,2013-2019
toc,Hospital,2019,544,MA,Massachusetts,25,Northeast,New England,7063399.75478171,4894.61898202832,4591.34167684783,5190.7826048375,0.384027620832703,0.405492493658197,0.360120888537408,0.0226883553492148,2013-2019
Payer,Medicaid,2019,544,MA,Massachusetts,25,Northeast,New England,7063399.75478171,2436.21196891498,2116.35912397789,2775.08218452064,0.191144697291199,0.21726721044387,0.165791364806289,0.0269206035067673,2013-2019
Payer,Medicare,2019,544,MA,Massachusetts,25,Northeast,New England,7063399.75478171,2673.5011633584,2597.39082986433,2752.12709685751,0.209760853252091,0.21529715483259,0.204636215574297,0.0311500139353094,2013-2019
toc,Skilled nursing,2019,544,MA,Massachusetts,25,Northeast,New England,7063399.75478171,775.16093391849,721.932307779365,826.896469948616,0.0608185023637039,0.0647617754630252,0.0567777867543978,-0.00430015226888447,2013-2019
Payer,OOP,2019,544,MA,Massachusetts,25,Northeast,New England,7063399.75478171,3482.25108100182,3258.81111044976,3721.94950810603,0.273218897566115,0.291179137082412,0.255899770245665,0.016241947413949,2013-2019
toc,Other professional,2019,544,MA,Massachusetts,25,Northeast,New England,7063399.75478171,368.985580505353,355.1941290159,382.993447620035,0.0289502243064727,0.0299248922145945,0.0279510421406236,0.0243057304139322,2013-2019
toc,Other,2019,544,MA,Massachusetts,25,Northeast,New England,7063399.75478171,1136.30964955996,1085.58216533193,1189.31861604942,0.0891543234741382,0.0930887604187157,0.0855102279580964,0.0127998868741699,2013-2019
toc,Pharmaceuticals,2019,544,MA,Massachusetts,25,Northeast,New England,7063399.75478171,1541.84263379115,1403.15783536954,1680.49715308357,0.120971153975566,0.131410610285106,0.110110391087602,0.0357449206562943,2013-2019
toc,Physician/clinical services,2019,544,MA,Massachusetts,25,Northeast,New England,7063399.75478171,2661.7780035059,2576.4147955347,2743.04706860049,0.208842374788253,0.21482341201249,0.202635504078151,0.012152019449615,2013-2019
Payer,Private,2019,544,MA,Massachusetts,25,Northeast,New England,7063399.75478171,4147.00546810681,3873.98098892413,4403.26301683341,0.325373960952605,0.344768247840959,0.304304312169285,0.0107650633489083,2013-2019
Aggregate,Aggregate,2019,545,MI,Michigan,26,Midwest,East North Central,10192493.3727704,9831.1942372683,9713.6302372683,9948.7582372683,,,,0.0244057911669553,2013-2019
toc,Dental,2019,545,MI,Michigan,26,Midwest,East North Central,10192493.3727704,430.417532018689,398.581580764193,462.810979111166,0.0437817882125501,0.0467481291812093,0.040784403096165,0.00896592181864109,2013-2019
toc,Home health,2019,545,MI,Michigan,26,Midwest,East North Central,10192493.3727704,353.219612986623,324.056513136656,383.298823766244,0.0359282675644946,0.0388146414397558,0.032989812856001,0.0205950040727778,2013-2019
toc,Hospital,2019,545,MI,Michigan,26,Midwest,East North Central,10192493.3727704,4065.74866145623,3955.65344745471,4177.16774703708,0.413556298188472,0.420087483194643,0.406014389579939,0.0274369965548515,2013-2019
Payer,Medicaid,2019,545,MI,Michigan,26,Midwest,East North Central,10192493.3727704,1618.51929752316,1421.94417612106,1800.70307001107,0.164627829416478,0.182568465526041,0.145392093400243,0.0398903545081959,2013-2019
Payer,Medicare,2019,545,MI,Michigan,26,Midwest,East North Central,10192493.3727704,2614.58817747212,2367.30336138568,2840.36532428457,0.265944645299327,0.288952779003751,0.242582126150139,0.026605761372303,2013-2019
toc,Skilled nursing,2019,545,MI,Michigan,26,Midwest,East North Central,10192493.3727704,531.766165479064,490.495018958514,572.184699403541,0.054088619601773,0.0579603790592811,0.0501198788069167,0.00501568053732693,2013-2019
Payer,OOP,2019,545,MI,Michigan,26,Midwest,East North Central,10192493.3727704,2480.64081796528,1736.18352082772,3252.37897195652,0.252349308388309,0.330438296459141,0.177298602191659,0.0173523377815699,2013-2019
toc,Other professional,2019,545,MI,Michigan,26,Midwest,East North Central,10192493.3727704,333.004658341148,321.324428115181,344.744590736066,0.0338723043722464,0.0348897069327613,0.0328612863201136,0.032171506736048,2013-2019
toc,Other,2019,545,MI,Michigan,26,Midwest,East North Central,10192493.3727704,663.21706769157,614.72715080417,713.885482906062,0.0674605863776775,0.0723386678271251,0.0625323724029949,0.0142487611807554,2013-2019
toc,Pharmaceuticals,2019,545,MI,Michigan,26,Midwest,East North Central,10192493.3727704,1392.28315775589,1293.17968009437,1484.79381905224,0.14161796507923,0.150305270579123,0.132109593645667,0.0393412441448009,2013-2019
toc,Physician/clinical services,2019,545,MI,Michigan,26,Midwest,East North Central,10192493.3727704,2058.7973132108,1964.09140163071,2158.29680225092,0.20941180320062,0.218813723132118,0.200217648307685,0.0202983714097467,2013-2019
Payer,Private,2019,545,MI,Michigan,26,Midwest,East North Central,10192493.3727704,3102.93439076731,2521.20297198409,3721.35173635776,0.315620405614268,0.377897685267611,0.257785017607375,0.0199472167601735,2013-2019
Aggregate,Aggregate,2019,546,MN,Minnesota,27,Midwest,West North Central,5741116.38735124,10648.6842630799,10536.8572630799,10760.5112630799,,,,0.0226453506984503,2013-2019
toc,Dental,2019,546,MN,Minnesota,27,Midwest,West North Central,5741116.38735124,460.99347860205,383.59314791989,536.766355698371,0.043291168538163,0.0503729291604963,0.0361103726545537,0.00996045437238369,2013-2019
toc,Home health,2019,546,MN,Minnesota,27,Midwest,West North Central,5741116.38735124,639.767700337946,514.343389721636,762.888585387848,0.0600780281938638,0.0718757707297788,0.0482470413567547,0.0367625862940453,2013-2019
toc,Hospital,2019,546,MN,Minnesota,27,Midwest,West North Central,5741116.38735124,4130.67268181049,3942.49273722361,4327.1695983712,0.387904376631117,0.405216046541431,0.371017711479646,0.0253489868592136,2013-2019
Payer,Medicaid,2019,546,MN,Minnesota,27,Midwest,West North Central,5741116.38735124,2162.77233096905,1980.49980823257,2351.23238203306,0.20310177246843,0.220704339206644,0.186569208907199,0.0340618719716659,2013-2019
Payer,Medicare,2019,546,MN,Minnesota,27,Midwest,West North Central,5741116.38735124,2063.24502226079,2006.72398779214,2122.59978157473,0.193756020301321,0.198785082977014,0.188716325568176,0.0355609266974444,2013-2019
toc,Skilled nursing,2019,546,MN,Minnesota,27,Midwest,West North Central,5741116.38735124,663.127932235602,641.164089157764,685.42326035863,0.0622733927940542,0.0643472230151958,0.0602416344982124,0.00954209921056903,2013-2019
Payer,OOP,2019,546,MN,Minnesota,27,Midwest,West North Central,5741116.38735124,2626.15618845369,2350.84004804002,2890.3857113427,0.24661420281007,0.271900260876763,0.220996871221826,-0.000287287836485017,2013-2019
toc,Other professional,2019,546,MN,Minnesota,27,Midwest,West North Central,5741116.38735124,331.840009871721,320.092914418991,343.493256884247,0.0311624415102198,0.0321797729037969,0.0301670447213456,0.0283974357430623,2013-2019
toc,Other,2019,546,MN,Minnesota,27,Midwest,West North Central,5741116.38735124,1199.20842368054,1165.05084776096,1235.41343712184,0.112615434767516,0.115736002658609,0.109788854394374,0.026599610797845,2013-2019
toc,Pharmaceuticals,2019,546,MN,Minnesota,27,Midwest,West North Central,5741116.38735124,1170.21765827879,1041.21501378678,1305.19315113549,0.10989355590261,0.122781959261542,0.0976919165493755,0.0285225439013581,2013-2019
toc,Physician/clinical services,2019,546,MN,Minnesota,27,Midwest,West North Central,5741116.38735124,2052.60438199286,1925.12317653252,2179.2504372764,0.192757129302376,0.204019900943739,0.180938728266835,0.0142180442090851,2013-2019
Payer,Private,2019,546,MN,Minnesota,27,Midwest,West North Central,5741116.38735124,3794.38364897454,3443.70752125765,4132.05224956764,0.356327407449572,0.388514194744973,0.323519601863376,0.0268219054970804,2013-2019
Aggregate,Aggregate,2019,547,MS,Mississippi,28,South,East South Central,3014590.50633575,9083.93603817318,8809.03603817318,9358.83603817318,,,,0.0184174888515585,2013-2019
toc,Dental,2019,547,MS,Mississippi,28,South,East South Central,3014590.50633575,288.102836778165,269.575616086407,307.422646185763,0.0317162282290403,0.0336031875620522,0.0298083049967796,0.00704212444358654,2013-2019
toc,Home health,2019,547,MS,Mississippi,28,South,East South Central,3014590.50633575,257.798204107461,221.356574516839,297.263276145447,0.0283796686295002,0.0324727229923781,0.0242693300777879,0.0175674101272483,2013-2019
toc,Hospital,2019,547,MS,Mississippi,28,South,East South Central,3014590.50633575,3860.28187266751,3666.25831351209,4049.00019213781,0.424960696348234,0.443743844145884,0.406804296350495,0.017471859777167,2013-2019
Payer,Medicaid,2019,547,MS,Mississippi,28,South,East South Central,3014590.50633575,1772.53677814247,1592.57955735217,1958.16579995202,0.195121903741548,0.214409679087746,0.175656177592474,0.013987587551836,2013-2019
Payer,Medicare,2019,547,MS,Mississippi,28,South,East South Central,3014590.50633575,2533.32011426248,2419.09624945651,2652.09449850183,0.278879073517667,0.289335360613535,0.268441596227774,0.027251491666765,2013-2019
toc,Skilled nursing,2019,547,MS,Mississippi,28,South,East South Central,3014590.50633575,498.38473631181,468.577738770826,529.839794142004,0.0548641366313152,0.057912896037087,0.0518625489645345,0.00385959636110056,2013-2019
Payer,OOP,2019,547,MS,Mississippi,28,South,East South Central,3014590.50633575,2407.38263362663,2002.52734610838,2814.28685242335,0.265020743650394,0.310223519123113,0.221629742218506,0.0119554484286362,2013-2019
toc,Other professional,2019,547,MS,Mississippi,28,South,East South Central,3014590.50633575,230.56621762843,203.042292779538,258.65203408207,0.0253815567429009,0.0282956623412626,0.0224599281020007,0.0274557246101426,2013-2019
toc,Other,2019,547,MS,Mississippi,28,South,East South Central,3014590.50633575,738.329957616192,664.108776244346,811.102159058757,0.0812780453786377,0.0891834009422336,0.0734448799037029,0.0259690747771728,2013-2019
toc,Pharmaceuticals,2019,547,MS,Mississippi,28,South,East South Central,3014590.50633575,1388.37573165526,1285.68136979832,1492.09588839442,0.152837505147759,0.163407331448517,0.141961638151797,0.0327238543842103,2013-2019
toc,Physician/clinical services,2019,547,MS,Mississippi,28,South,East South Central,3014590.50633575,1821.02068731067,1704.67572322196,1934.78248973751,0.200462145907469,0.211887792415444,0.189406724772448,0.0121651552213704,2013-2019
Payer,Private,2019,547,MS,Mississippi,28,South,East South Central,3014590.50633575,2374.73220264992,2044.95085946926,2699.92199237729,0.261425004329487,0.296209205432483,0.225491900166998,0.0196229346399175,2013-2019
Aggregate,Aggregate,2019,548,MO,Missouri,29,Midwest,West North Central,6237210.54060577,9872.30565179019,9585.03665179019,10159.5746517902,,,,0.0228504898963151,2013-2019
toc,Dental,2019,548,MO,Missouri,29,Midwest,West North Central,6237210.54060577,339.52187508261,319.322708199343,359.175169143293,0.0343917725814699,0.0363374523678907,0.032332513444355,0.00974174560796626,2013-2019
toc,Home health,2019,548,MO,Missouri,29,Midwest,West North Central,6237210.54060577,280.531296879017,261.413868561043,301.520494929132,0.028415967881302,0.0305460327823153,0.0265119018706754,0.0252356055185887,2013-2019
toc,Hospital,2019,548,MO,Missouri,29,Midwest,West North Central,6237210.54060577,4327.72069607041,4150.6490079417,4510.43610693249,0.438369279603219,0.455206266510278,0.421805925880273,0.0256119669288226,2013-2019
Payer,Medicaid,2019,548,MO,Missouri,29,Midwest,West North Central,6237210.54060577,1692.58011696158,1636.23901075187,1753.54483480109,0.171447534939216,0.177220839632977,0.166161098460853,0.0151960186003528,2013-2019
Payer,Medicare,2019,548,MO,Missouri,29,Midwest,West North Central,6237210.54060577,2440.5992619848,2339.68354546354,2544.83389303117,0.247217058365692,0.257363083137245,0.236820843534972,0.0322874877105035,2013-2019
toc,Skilled nursing,2019,548,MO,Missouri,29,Midwest,West North Central,6237210.54060577,591.546191769162,560.511980622603,621.815348888598,0.0599197063843842,0.0629142213893082,0.0568323623141714,0.00580886625621191,2013-2019
Payer,OOP,2019,548,MO,Missouri,29,Midwest,West North Central,6237210.54060577,2460.19676566853,2248.78215215473,2674.41805811458,0.24920378753742,0.271297493908103,0.227378302499459,0.0267153132395266,2013-2019
toc,Other professional,2019,548,MO,Missouri,29,Midwest,West North Central,6237210.54060577,278.600589323797,259.204635494664,298.768509867849,0.0282203384242351,0.0302663597408809,0.0262809405238303,0.0203840393428048,2013-2019
toc,Other,2019,548,MO,Missouri,29,Midwest,West North Central,6237210.54060577,631.096669313697,579.878080138511,677.705158773288,0.063925419696591,0.0685532213734892,0.0589600253648808,0.0128919957297633,2013-2019
toc,Pharmaceuticals,2019,548,MO,Missouri,29,Midwest,West North Central,6237210.54060577,1592.57907786369,1481.11862888106,1704.79172130883,0.161317965408282,0.172253525779701,0.15006668338846,0.0403476629355033,2013-2019
toc,Physician/clinical services,2019,548,MO,Missouri,29,Midwest,West North Central,6237210.54060577,1824.29208442757,1705.41731894417,1938.26080379543,0.184787101547528,0.196025414973327,0.173233201429168,0.013654959108554,2013-2019
Payer,Private,2019,548,MO,Missouri,29,Midwest,West North Central,6237210.54060577,3281.93141244779,2953.67609037779,3603.621061484,0.332436243041838,0.364567151543732,0.298859508987827,0.0175029079686646,2013-2019
Aggregate,Aggregate,2019,549,MT,Montana,30,West,Mountain,1091487.52549401,10464.2789863501,10115.3669863501,10813.1909863501,,,,0.0300746849768907,2013-2019
toc,Dental,2019,549,MT,Montana,30,West,Mountain,1091487.52549401,466.539899177274,425.153844873307,509.834007174612,0.0445850870760229,0.0476353554339072,0.0414776083849447,0.0202189407075148,2013-2019
toc,Home health,2019,549,MT,Montana,30,West,Mountain,1091487.52549401,195.817997473934,171.883069589377,221.254907269907,0.0187128294680237,0.0206841709921181,0.0167204330471366,0.0264359719363676,2013-2019
toc,Hospital,2019,549,MT,Montana,30,West,Mountain,1091487.52549401,4856.41644259234,4524.10361705482,5201.53890782365,0.464086015431266,0.475926696836183,0.452512508447324,0.032204161939879,2013-2019
Payer,Medicaid,2019,549,MT,Montana,30,West,Mountain,1091487.52549401,1506.9192382275,1108.77934619682,1908.08490792199,0.144017160645567,0.181461105723285,0.106925545835457,0.0577293587907364,2013-2019
Payer,Medicare,2019,549,MT,Montana,30,West,Mountain,1091487.52549401,2159.93908573757,1991.0692564774,2332.8556154245,0.206408672675155,0.216163657421625,0.196439355269636,0.0473076221014537,2013-2019
toc,Skilled nursing,2019,549,MT,Montana,30,West,Mountain,1091487.52549401,495.332259427473,429.055275027184,559.177101012123,0.0473313000537195,0.0520570991695896,0.0419318930711286,0.0151389172517182,2013-2019
Payer,OOP,2019,549,MT,Montana,30,West,Mountain,1091487.52549401,3782.51540224928,3377.87999899749,4176.77890476636,0.361484222664416,0.390951324931641,0.330137732632328,0.0131025985057702,2013-2019
toc,Other professional,2019,549,MT,Montana,30,West,Mountain,1091487.52549401,387.668321867387,348.464732962881,426.909047544038,0.0370469887022293,0.0400846988732142,0.0340237422139508,0.0355544361223101,2013-2019
toc,Other,2019,549,MT,Montana,30,West,Mountain,1091487.52549401,899.199831981245,779.020316319514,1024.79314299207,0.0859285422504322,0.0960996029175725,0.0756273087951523,0.0355485222766299,2013-2019
toc,Pharmaceuticals,2019,549,MT,Montana,30,West,Mountain,1091487.52549401,1115.18278745127,949.809315195663,1288.16510934898,0.106561915390976,0.121252641138616,0.0931652828527751,0.0378614499607601,2013-2019
toc,Physician/clinical services,2019,549,MT,Montana,30,West,Mountain,1091487.52549401,2046.36922033482,1886.64141085548,2220.39640772909,0.195552045475794,0.205450181815064,0.186159523363319,0.0240066676175705,2013-2019
Payer,Private,2019,549,MT,Montana,30,West,Mountain,1091487.52549401,3005.87373724809,2750.90319199667,3295.33988264738,0.287266643905723,0.307366945293284,0.267173304757637,0.0278819774239159,2013-2019
Aggregate,Aggregate,2019,550,NE,Nebraska,31,Midwest,West North Central,1976097.51735905,10537.3684825785,10418.5094825785,10656.2274825785,,,,0.0274214820400704,2013-2019
toc,Dental,2019,550,NE,Nebraska,31,Midwest,West North Central,1976097.51735905,384.451010318078,350.149264995145,419.897577927813,0.0364834756827641,0.0395190581883844,0.0334185813339921,0.0148395185953274,2013-2019
toc,Home health,2019,550,NE,Nebraska,31,Midwest,West North Central,1976097.51735905,122.579828513643,111.930903929763,134.239861054192,0.0116333488801868,0.0126033462065108,0.0106413218456416,0.0205942623655047,2013-2019
toc,Hospital,2019,550,NE,Nebraska,31,Midwest,West North Central,1976097.51735905,4508.25469009639,4313.49775273266,4714.45722340019,0.427838388388421,0.437971113208227,0.417803133269589,0.0344282468514554,2013-2019
Payer,Medicaid,2019,550,NE,Nebraska,31,Midwest,West North Central,1976097.51735905,1102.0735856394,879.099821043084,1323.65843719797,0.104590073294272,0.124952554922472,0.0845446385245561,0.0194962922333619,2013-2019
Payer,Medicare,2019,550,NE,Nebraska,31,Midwest,West North Central,1976097.51735905,2152.05194681101,1990.68632913738,2320.8114172969,0.204226004142819,0.216705041836914,0.190973020892729,0.0382181651916833,2013-2019
toc,Skilled nursing,2019,550,NE,Nebraska,31,Midwest,West North Central,1976097.51735905,690.25030308017,656.25295379046,726.421485908011,0.0655047319191596,0.0675189698175313,0.0635132919133328,0.00788696893269103,2013-2019
Payer,OOP,2019,550,NE,Nebraska,31,Midwest,West North Central,1976097.51735905,3451.31491051535,2441.48537684602,4394.806313679,0.327542494910418,0.419499129653371,0.233760546573678,0.0152320633662002,2013-2019
toc,Other professional,2019,550,NE,Nebraska,31,Midwest,West North Central,1976097.51735905,374.430028185318,331.050958233137,418.790497076097,0.0355340908723838,0.0394789124159928,0.0314271658152158,0.0242852565461009,2013-2019
toc,Other,2019,550,NE,Nebraska,31,Midwest,West North Central,1976097.51735905,743.103943220667,693.550042752266,794.469157921723,0.0705176008753977,0.0744844404293051,0.0666101956199342,0.0246838052724694,2013-2019
toc,Pharmaceuticals,2019,550,NE,Nebraska,31,Midwest,West North Central,1976097.51735905,1582.83591451327,1482.89324543826,1687.90579973074,0.150208520422954,0.157963155584448,0.142034991280273,0.0370913229002046,2013-2019
toc,Physician/clinical services,2019,550,NE,Nebraska,31,Midwest,West North Central,1976097.51735905,2132.35340332799,2026.08089039986,2243.55072993941,0.202359143009127,0.209164698765108,0.195651800614815,0.0174815009940248,2013-2019
Payer,Private,2019,550,NE,Nebraska,31,Midwest,West North Central,1976097.51735905,3864.56472804479,2736.99670897801,5024.01371425225,0.366754870965196,0.472451839810323,0.262030123092415,0.0370537187091828,2013-2019
Aggregate,Aggregate,2019,551,NV,Nevada,32,West,Mountain,3116785.64995862,8020.01374860709,7726.34474860709,8313.68274860709,,,,0.0284368000405806,2013-2019
toc,Dental,2019,551,NV,Nevada,32,West,Mountain,3116785.64995862,397.094162881938,369.460193647239,423.847888114329,0.0495125317309292,0.0524285915337059,0.046416894517173,0.0128064015482847,2013-2019
toc,Home health,2019,551,NV,Nevada,32,West,Mountain,3116785.64995862,285.000154690197,234.991944403228,333.924219114485,0.0355337273802642,0.0414033050912322,0.0294966061519318,0.0163464304369956,2013-2019
toc,Hospital,2019,551,NV,Nevada,32,West,Mountain,3116785.64995862,2915.57594041314,2767.44125512128,3066.64688621939,0.36353587521123,0.378981405080753,0.348562377550609,0.0341862198603586,2013-2019
Payer,Medicaid,2019,551,NV,Nevada,32,West,Mountain,3116785.64995862,1145.49701050854,869.693594196495,1436.45362280188,0.142825261726325,0.178088422716114,0.108309946378676,0.10400658374541,2013-2019
Payer,Medicare,2019,551,NV,Nevada,32,West,Mountain,3116785.64995862,2089.36344899401,1894.72434592527,2284.69499424702,0.26051182059549,0.283201516145631,0.237668271568229,0.0349835048620812,2013-2019
toc,Skilled nursing,2019,551,NV,Nevada,32,West,Mountain,3116785.64995862,279.41590257766,228.809956160337,327.809026916664,0.0348389668118688,0.0406828376857306,0.0287721893515213,0.00704930628332212,2013-2019
Payer,OOP,2019,551,NV,Nevada,32,West,Mountain,3116785.64995862,2368.29733499924,1472.94666054489,3233.42738250941,0.295328563211959,0.404897913978659,0.18474476867993,0.00091171533064216,2013-2019
toc,Other professional,2019,551,NV,Nevada,32,West,Mountain,3116785.64995862,330.263760309175,312.061937509416,348.168319161442,0.0411793569855477,0.0430955492978814,0.0392324070953727,0.0258388599933332,2013-2019
toc,Other,2019,551,NV,Nevada,32,West,Mountain,3116785.64995862,469.408776869733,404.217382150137,537.520008084822,0.0585282014620412,0.0669794916019083,0.0509141912309824,0.0300083948500542,2013-2019
toc,Pharmaceuticals,2019,551,NV,Nevada,32,West,Mountain,3116785.64995862,1169.57085295133,1005.04785036821,1341.90810555533,0.145834638488644,0.166747270203021,0.12558176590963,0.037926877587658,2013-2019
toc,Physician/clinical services,2019,551,NV,Nevada,32,West,Mountain,3116785.64995862,2175.84057304206,2108.30918034856,2238.79336271761,0.271301485379566,0.27543819850338,0.267047611704962,0.023863013028413,2013-2019
Payer,Private,2019,551,NV,Nevada,32,West,Mountain,3116785.64995862,2396.33680049191,1152.13533506986,3639.54978146812,0.298814344144186,0.455561852386123,0.143521713239652,0.023039395536663,2013-2019
Aggregate,Aggregate,2019,552,NH,New Hampshire,33,Northeast,New England,1388792.94962981,11811.7092095136,11428.1142095136,12195.3042095136,,,,0.0246011446208643,2013-2019
toc,Dental,2019,552,NH,New Hampshire,33,Northeast,New England,1388792.94962981,622.970218809693,589.989755152016,659.578025384338,0.0527422644642726,0.0546743014386723,0.0507767399213601,0.0173571263481576,2013-2019
toc,Home health,2019,552,NH,New Hampshire,33,Northeast,New England,1388792.94962981,286.915680943855,271.208268095914,303.65803447884,0.0242907664633189,0.0252755472243387,0.0233123204118409,0.0327733221984212,2013-2019
toc,Hospital,2019,552,NH,New Hampshire,33,Northeast,New England,1388792.94962981,4753.62381572229,4505.3992149864,5027.12819252072,0.402447848424278,0.416943940258915,0.388364164998246,0.0290566059806772,2013-2019
Payer,Medicaid,2019,552,NH,New Hampshire,33,Northeast,New England,1388792.94962981,1336.9059449914,1100.77430697321,1563.85630242237,0.113182131162811,0.132094954110236,0.0944132409740151,0.0524683253417708,2013-2019
Payer,Medicare,2019,552,NH,New Hampshire,33,Northeast,New England,1388792.94962981,2425.05175515804,2293.02907032907,2569.01138311789,0.205303922299163,0.212783510330506,0.19812128580924,0.0407746105520184,2013-2019
toc,Skilled nursing,2019,552,NH,New Hampshire,33,Northeast,New England,1388792.94962981,666.073937029759,636.645599508569,696.519688750225,0.056390588040094,0.0573709080063557,0.0553898022932052,0.00904040767743286,2013-2019
Payer,OOP,2019,552,NH,New Hampshire,33,Northeast,New England,1388792.94962981,3825.06469922171,2983.71102656372,4676.68212516799,0.323822872271637,0.394590572032022,0.253853176012777,0.0070626248006489,2013-2019
toc,Other professional,2019,552,NH,New Hampshire,33,Northeast,New England,1388792.94962981,328.612632035563,278.692240818488,378.120202079142,0.0278215903732725,0.0316520230064927,0.0238047454735717,0.0290041094061315,2013-2019
toc,Other,2019,552,NH,New Hampshire,33,Northeast,New England,1388792.94962981,938.242413709244,838.369762438503,1041.05368115128,0.0794317452286619,0.087413829156493,0.071680278749244,0.0123511457224179,2013-2019
toc,Pharmaceuticals,2019,552,NH,New Hampshire,33,Northeast,New England,1388792.94962981,1537.6998201809,1433.36323345603,1651.63196734029,0.130189487175192,0.138288040832731,0.12258664599118,0.0341394792817586,2013-2019
toc,Physician/clinical services,2019,552,NH,New Hampshire,33,Northeast,New England,1388792.94962981,2675.95243160547,2546.18702939641,2829.06371346852,0.226554461479135,0.234664868535977,0.219282658162969,0.0203696826196369,2013-2019
Payer,Private,2019,552,NH,New Hampshire,33,Northeast,New England,1388792.94962981,4225.01251469188,3650.99762465617,4845.75977156862,0.357722502807924,0.407018187702197,0.311151352393689,0.0246620569896945,2013-2019
Aggregate,Aggregate,2019,553,NJ,New Jersey,34,Northeast,Middle Atlantic,9355289.06325226,10624.9738899397,10479.7928899397,10770.1548899397,,,,0.0230936279662124,2013-2019
toc,Dental,2019,553,NJ,New Jersey,34,Northeast,Middle Atlantic,9355289.06325226,467.024788543643,445.243758500002,487.775034776251,0.0439555812783787,0.0458341897677441,0.0419698695035674,0.00735990889054072,2013-2019
toc,Home health,2019,553,NJ,New Jersey,34,Northeast,Middle Atlantic,9355289.06325226,300.90221899923,279.298942693616,321.551260653093,0.0283204398929524,0.0302853087201002,0.0262756207703981,0.021593764517704,2013-2019
toc,Hospital,2019,553,NJ,New Jersey,34,Northeast,Middle Atlantic,9355289.06325226,3601.07921770515,3534.02891021157,3669.59330424989,0.338925718337867,0.344567361563511,0.333261366753891,0.0254848717683636,2013-2019
Payer,Medicaid,2019,553,NJ,New Jersey,34,Northeast,Middle Atlantic,9355289.06325226,1634.05184719572,1502.76960845095,1768.50043503279,0.153791051117887,0.166027575830543,0.141803697167187,0.0557412630824721,2013-2019
Payer,Medicare,2019,553,NJ,New Jersey,34,Northeast,Middle Atlantic,9355289.06325226,2586.26615562069,2347.14068410846,2852.53390622519,0.243414959548173,0.268260290403808,0.22130890038452,0.0293699214203467,2013-2019
toc,Skilled nursing,2019,553,NJ,New Jersey,34,Northeast,Middle Atlantic,9355289.06325226,611.262337249745,556.242047717143,659.936184136549,0.057530147522846,0.0623400758926456,0.0523512782699902,-0.00243417492857378,2013-2019
Payer,OOP,2019,553,NJ,New Jersey,34,Northeast,Middle Atlantic,9355289.06325226,2457.14000766038,2126.95024683369,2812.43823081013,0.231259254326017,0.264345203038427,0.199788089654649,0.00731000789490111,2013-2019
toc,Other professional,2019,553,NJ,New Jersey,34,Northeast,Middle Atlantic,9355289.06325226,445.367240013042,423.864264584321,468.200766893789,0.0419171074274303,0.0440248567611651,0.0399991883887547,0.0251618964354441,2013-2019
toc,Other,2019,553,NJ,New Jersey,34,Northeast,Middle Atlantic,9355289.06325226,765.323300553056,713.165524505399,821.999300948595,0.0720305948332013,0.0773272411252891,0.0670676276460725,0.0353712594603732,2013-2019
toc,Pharmaceuticals,2019,553,NJ,New Jersey,34,Northeast,Middle Atlantic,9355289.06325226,1663.31722909218,1518.96189980867,1813.26332154377,0.156548483518038,0.17065888983869,0.143051643472145,0.0384685027482905,2013-2019
toc,Physician/clinical services,2019,553,NJ,New Jersey,34,Northeast,Middle Atlantic,9355289.06325226,2769.27785142456,2632.47455028588,2909.6343570462,0.260638381923307,0.273726625122339,0.247815728794979,0.0168328898549439,2013-2019
Payer,Private,2019,553,NJ,New Jersey,34,Northeast,Middle Atlantic,9355289.06325226,3950.44265409526,3668.01097818636,4237.46949815563,0.371809540430295,0.399553030671629,0.34546127313124,0.0175583888400195,2013-2019
Aggregate,Aggregate,2019,554,NM,New Mexico,35,West,Mountain,2150306.38845571,9197.90474983962,8961.23774983962,9434.57174983962,,,,0.0341748384186305,2013-2019
toc,Dental,2019,554,NM,New Mexico,35,West,Mountain,2150306.38845571,414.366940220568,364.201682845931,462.734592024904,0.0450499947750953,0.0500712869464232,0.0398933208880069,0.0195223021481554,2013-2019
toc,Home health,2019,554,NM,New Mexico,35,West,Mountain,2150306.38845571,320.77788684484,298.95820169769,344.140456984903,0.0348745370454877,0.0368878268321533,0.0328562117999897,0.0444953080246435,2013-2019
toc,Hospital,2019,554,NM,New Mexico,35,West,Mountain,2150306.38845571,4163.8158151531,3979.01149532724,4349.22524855328,0.452694104433335,0.463869571365417,0.441728431665011,0.0416904985118496,2013-2019
Payer,Medicaid,2019,554,NM,New Mexico,35,West,Mountain,2150306.38845571,2301.31229866574,2038.80956222356,2559.9597478054,0.250195873534382,0.276566577612015,0.223570673755569,0.0627461552104351,2013-2019
