model_set,model,year_id,location_id,abbreviation,state_name,state,region,division,population,pc,pc_lower,pc_upper,fr,fr_upper,fr_lower
Aggregate,Aggregate,2003,549,MT,Montana,00030,West,Mountain,924170.227198177,6573.73373200638,6573.73373200638,6573.73373200638,,,
toc,Dental,2003,549,MT,Montana,00030,West,Mountain,924170.227198177,344.494666990353,344.494666990353,344.494666990353,0.052404718693285,0.052404718693285,0.052404718693285
toc,Home health,2003,549,MT,Montana,00030,West,Mountain,924170.227198177,123.779469091772,123.779469091772,123.779469091772,0.0188294010889292,0.0188294010889292,0.0188294010889292
toc,Hospital,2003,549,MT,Montana,00030,West,Mountain,924170.227198177,2648.58237478297,2648.58237478297,2648.58237478297,0.402903811252269,0.402903811252269,0.402903811252269
Payer,Medicaid,2003,549,MT,Montana,00030,West,Mountain,924170.227198177,808.111517974019,808.111517974019,808.111517974019,0.122930369698344,0.122930369698344,0.122930369698344
Payer,Medicare,2003,549,MT,Montana,00030,West,Mountain,924170.227198177,1083.94294016073,1083.94294016073,1083.94294016073,0.164889997731912,0.164889997731912,0.164889997731912
toc,Skilled nursing,2003,549,MT,Montana,00030,West,Mountain,924170.227198177,442.921714701882,442.921714701882,442.921714701882,0.067377495462795,0.067377495462795,0.067377495462795
Payer,OOP,2003,549,MT,Montana,00030,West,Mountain,924170.227198177,2646.4906723319,2646.4906723319,2646.4906723319,0.402585620322069,0.402585620322069,0.402585620322069
toc,Other professional,2003,549,MT,Montana,00030,West,Mountain,924170.227198177,235.628386945782,235.628386945782,235.628386945782,0.0358439201451906,0.0358439201451906,0.0358439201451906
toc,Other,2003,549,MT,Montana,00030,West,Mountain,924170.227198177,511.522384319008,511.522384319008,511.522384319008,0.0778130671506352,0.0778130671506352,0.0778130671506352
toc,Pharmaceuticals,2003,549,MT,Montana,00030,West,Mountain,924170.227198177,762.063960311994,762.063960311994,762.063960311994,0.115925589836661,0.115925589836661,0.115925589836661
toc,Physician/clinical services,2003,549,MT,Montana,00030,West,Mountain,924170.227198177,1504.74077486262,1504.74077486262,1504.74077486262,0.228901996370235,0.228901996370235,0.228901996370235
Payer,Private,2003,549,MT,Montana,00030,West,Mountain,924170.227198177,2035.18860153974,2035.18860153974,2035.18860153974,0.309594012247675,0.309594012247675,0.309594012247675
Aggregate,Aggregate,2004,549,MT,Montana,00030,West,Mountain,932735.922536003,6774.49676739742,6774.49676739742,6774.49676739742,,,
toc,Dental,2004,549,MT,Montana,00030,West,Mountain,932735.922536003,352.613492248219,352.613492248219,352.613492248219,0.0520501380922031,0.0520501380922031,0.0520501380922031
toc,Home health,2004,549,MT,Montana,00030,West,Mountain,932735.922536003,123.774531972844,123.774531972844,123.774531972844,0.0182706607180794,0.0182706607180794,0.0182706607180794
toc,Hospital,2004,549,MT,Montana,00030,West,Mountain,932735.922536003,2784.926969389,2784.926969389,2784.926969389,0.411089866156788,0.411089866156788,0.411089866156788
Payer,Medicaid,2004,549,MT,Montana,00030,West,Mountain,932735.922536003,914.110804780571,914.110804780571,914.110804780571,0.134934126646834,0.134934126646834,0.134934126646834
Payer,Medicare,2004,549,MT,Montana,00030,West,Mountain,932735.922536003,1158.83338243836,1158.83338243836,1158.83338243836,0.171058223544411,0.171058223544411,0.171058223544411
toc,Skilled nursing,2004,549,MT,Montana,00030,West,Mountain,932735.922536003,426.014668185604,426.014668185604,426.014668185604,0.0628850647971107,0.0628850647971107,0.0628850647971107
Payer,OOP,2004,549,MT,Montana,00030,West,Mountain,932735.922536003,2690.50880966124,2690.50880966124,2690.50880966124,0.397152571185721,0.397152571185721,0.397152571185721
toc,Other professional,2004,549,MT,Montana,00030,West,Mountain,932735.922536003,240.352870226337,240.352870226337,240.352870226337,0.0354790737199914,0.0354790737199914,0.0354790737199914
toc,Other,2004,549,MT,Montana,00030,West,Mountain,932735.922536003,532.518335232005,532.518335232005,532.518335232005,0.0786063309963884,0.0786063309963884,0.0786063309963884
toc,Pharmaceuticals,2004,549,MT,Montana,00030,West,Mountain,932735.922536003,761.357295507379,761.357295507379,761.357295507379,0.112385808370512,0.112385808370512,0.112385808370512
toc,Physician/clinical services,2004,549,MT,Montana,00030,West,Mountain,932735.922536003,1552.93860463603,1552.93860463603,1552.93860463603,0.229233057148927,0.229233057148927,0.229233057148927
Payer,Private,2004,549,MT,Montana,00030,West,Mountain,932735.922536003,2011.04377051725,2011.04377051725,2011.04377051725,0.296855078623034,0.296855078623034,0.296855078623034
Aggregate,Aggregate,2005,549,MT,Montana,00030,West,Mountain,941565.7609652,7069.45033128019,7069.45033128019,7069.45033128019,,,
toc,Dental,2005,549,MT,Montana,00030,West,Mountain,941565.7609652,357.140823471763,357.140823471763,357.140823471763,0.0505188956334444,0.0505188956334444,0.0505188956334444
toc,Home health,2005,549,MT,Montana,00030,West,Mountain,941565.7609652,132.889608733679,132.889608733679,132.889608733679,0.0187977286077932,0.0187977286077932,0.0187977286077932
toc,Hospital,2005,549,MT,Montana,00030,West,Mountain,941565.7609652,3005.24313084184,3005.24313084184,3005.24313084184,0.425102800078324,0.425102800078324,0.425102800078324
Payer,Medicaid,2005,549,MT,Montana,00030,West,Mountain,941565.7609652,949.606995742751,949.606995742751,949.606995742751,0.134325435676523,0.134325435676523,0.134325435676523
Payer,Medicare,2005,549,MT,Montana,00030,West,Mountain,941565.7609652,1214.00194645247,1214.00194645247,1214.00194645247,0.171725083219112,0.171725083219112,0.171725083219112
toc,Skilled nursing,2005,549,MT,Montana,00030,West,Mountain,941565.7609652,434.659761899741,434.659761899741,434.659761899741,0.0614842373213236,0.0614842373213236,0.0614842373213236
Payer,OOP,2005,549,MT,Montana,00030,West,Mountain,941565.7609652,2555.35643460804,2555.35643460804,2555.35643460804,0.361464656354024,0.361464656354024,0.361464656354024
toc,Other professional,2005,549,MT,Montana,00030,West,Mountain,941565.7609652,251.936549890933,251.936549890933,251.936549890933,0.035637360485608,0.035637360485608,0.035637360485608
toc,Other,2005,549,MT,Montana,00030,West,Mountain,941565.7609652,550.93816954171,550.93816954171,550.93816954171,0.0779322498531427,0.0779322498531427,0.0779322498531427
toc,Pharmaceuticals,2005,549,MT,Montana,00030,West,Mountain,941565.7609652,798.721919159715,798.721919159715,798.721919159715,0.112982181319757,0.112982181319757,0.112982181319757
toc,Physician/clinical services,2005,549,MT,Montana,00030,West,Mountain,941565.7609652,1537.9203677408,1537.9203677408,1537.9203677408,0.217544546700607,0.217544546700607,0.217544546700607
Payer,Private,2005,549,MT,Montana,00030,West,Mountain,941565.7609652,2350.48495447695,2350.48495447695,2350.48495447695,0.332484824750343,0.332484824750343,0.332484824750343
Aggregate,Aggregate,2006,549,MT,Montana,00030,West,Mountain,950620.306198795,7292.26813515649,7292.26813515649,7292.26813515649,,,
toc,Dental,2006,549,MT,Montana,00030,West,Mountain,950620.306198795,363.880314549026,363.880314549026,363.880314549026,0.0498994699323707,0.0498994699323707,0.0498994699323707
toc,Home health,2006,549,MT,Montana,00030,West,Mountain,950620.306198795,122.626333108097,122.626333108097,122.626333108097,0.0168159385852678,0.0168159385852678,0.0168159385852678
toc,Hospital,2006,549,MT,Montana,00030,West,Mountain,950620.306198795,3121.63991455611,3121.63991455611,3121.63991455611,0.428075306159751,0.428075306159751,0.428075306159751
Payer,Medicaid,2006,549,MT,Montana,00030,West,Mountain,950620.306198795,920.862076277986,920.862076277986,920.862076277986,0.126279239766082,0.126279239766082,0.126279239766082
Payer,Medicare,2006,549,MT,Montana,00030,West,Mountain,950620.306198795,1361.96966997988,1361.96966997988,1361.96966997988,0.186769005847953,0.186769005847953,0.186769005847953
toc,Skilled nursing,2006,549,MT,Montana,00030,West,Mountain,950620.306198795,411.864531852194,411.864531852194,411.864531852194,0.0564796198135624,0.0564796198135624,0.0564796198135624
Payer,OOP,2006,549,MT,Montana,00030,West,Mountain,950620.306198795,2655.97412159483,2655.97412159483,2655.97412159483,0.36421783625731,0.36421783625731,0.36421783625731
toc,Other professional,2006,549,MT,Montana,00030,West,Mountain,950620.306198795,255.915825616897,255.915825616897,255.915825616897,0.0350941326996892,0.0350941326996892,0.0350941326996892
toc,Other,2006,549,MT,Montana,00030,West,Mountain,950620.306198795,551.818498986435,551.818498986435,551.818498986435,0.075671723633705,0.075671723633705,0.075671723633705
toc,Pharmaceuticals,2006,549,MT,Montana,00030,West,Mountain,950620.306198795,889.040915033698,889.040915033698,889.040915033698,0.121915554743191,0.121915554743191,0.121915554743191
toc,Physician/clinical services,2006,549,MT,Montana,00030,West,Mountain,950620.306198795,1575.48180145402,1575.48180145402,1575.48180145402,0.216048254432462,0.216048254432462,0.216048254432462
Payer,Private,2006,549,MT,Montana,00030,West,Mountain,950620.306198795,2353.46226730379,2353.46226730379,2353.46226730379,0.322733918128654,0.322733918128654,0.322733918128654
Aggregate,Aggregate,2007,549,MT,Montana,00030,West,Mountain,960130.520216114,7536.9508777715,7536.9508777715,7536.9508777715,,,
toc,Dental,2007,549,MT,Montana,00030,West,Mountain,960130.520216114,384.040271379291,384.040271379291,384.040271379291,0.0509543285616905,0.0509543285616905,0.0509543285616905
toc,Home health,2007,549,MT,Montana,00030,West,Mountain,960130.520216114,132.294809204238,132.294809204238,132.294809204238,0.0175528289025222,0.0175528289025222,0.0175528289025222
toc,Hospital,2007,549,MT,Montana,00030,West,Mountain,960130.520216114,3194.34165525183,3194.34165525183,3194.34165525183,0.423824130879346,0.423824130879346,0.423824130879346
Payer,Medicaid,2007,549,MT,Montana,00030,West,Mountain,960130.520216114,904.228598832845,904.228598832845,904.228598832845,0.119972733469666,0.119972733469666,0.119972733469666
Payer,Medicare,2007,549,MT,Montana,00030,West,Mountain,960130.520216114,1414.14160129966,1414.14160129966,1414.14160129966,0.18762781186094,0.18762781186094,0.18762781186094
toc,Skilled nursing,2007,549,MT,Montana,00030,West,Mountain,960130.520216114,448.261052546396,448.261052546396,448.261052546396,0.0594751192910702,0.0594751192910702,0.0594751192910702
Payer,OOP,2007,549,MT,Montana,00030,West,Mountain,960130.520216114,2888.65073689641,2888.65073689641,2888.65073689641,0.383265167007499,0.383265167007499,0.383265167007499
toc,Other professional,2007,549,MT,Montana,00030,West,Mountain,960130.520216114,259.451955915106,259.451955915106,259.451955915106,0.0344239945466939,0.0344239945466939,0.0344239945466939
toc,Other,2007,549,MT,Montana,00030,West,Mountain,960130.520216114,566.42728989387,566.42728989387,566.42728989387,0.0751533742331288,0.0751533742331288,0.0751533742331288
toc,Pharmaceuticals,2007,549,MT,Montana,00030,West,Mountain,960130.520216114,932.485742546371,932.485742546371,932.485742546371,0.123721881390593,0.123721881390593,0.123721881390593
toc,Physician/clinical services,2007,549,MT,Montana,00030,West,Mountain,960130.520216114,1619.6481010344,1619.6481010344,1619.6481010344,0.214894342194956,0.214894342194956,0.214894342194956
Payer,Private,2007,549,MT,Montana,00030,West,Mountain,960130.520216114,2329.92994074259,2329.92994074259,2329.92994074259,0.309134287661895,0.309134287661895,0.309134287661895
Aggregate,Aggregate,2008,549,MT,Montana,00030,West,Mountain,969890.331254705,7738.67194201593,7738.67194201593,7738.67194201593,,,
toc,Dental,2008,549,MT,Montana,00030,West,Mountain,969890.331254705,390.477742213241,390.477742213241,390.477742213241,0.0504579784669773,0.0504579784669773,0.0504579784669773
toc,Home health,2008,549,MT,Montana,00030,West,Mountain,969890.331254705,138.03512543207,138.03512543207,138.03512543207,0.0178370560822755,0.0178370560822755,0.0178370560822755
toc,Hospital,2008,549,MT,Montana,00030,West,Mountain,969890.331254705,3292.94605535243,3292.94605535243,3292.94605535243,0.425518238791579,0.425518238791579,0.425518238791579
Payer,Medicaid,2008,549,MT,Montana,00030,West,Mountain,969890.331254705,956.297400515871,956.297400515871,956.297400515871,0.123573838984413,0.123573838984413,0.123573838984413
Payer,Medicare,2008,549,MT,Montana,00030,West,Mountain,969890.331254705,1461.18263407822,1461.18263407822,1461.18263407822,0.188815683753817,0.188815683753817,0.188815683753817
toc,Skilled nursing,2008,549,MT,Montana,00030,West,Mountain,969890.331254705,458.873525084987,458.873525084987,458.873525084987,0.0592961594086453,0.0592961594086453,0.0592961594086453
Payer,OOP,2008,549,MT,Montana,00030,West,Mountain,969890.331254705,2892.51983563057,2892.51983563057,2892.51983563057,0.373774706733087,0.373774706733087,0.373774706733087
toc,Other professional,2008,549,MT,Montana,00030,West,Mountain,969890.331254705,272.339571798407,272.339571798407,272.339571798407,0.0351920295677326,0.0351920295677326,0.0351920295677326
toc,Other,2008,549,MT,Montana,00030,West,Mountain,969890.331254705,604.37000864852,604.37000864852,604.37000864852,0.0780973806845573,0.0780973806845573,0.0780973806845573
toc,Pharmaceuticals,2008,549,MT,Montana,00030,West,Mountain,969890.331254705,927.695527678593,927.695527678593,927.695527678593,0.119877872408806,0.119877872408806,0.119877872408806
toc,Physician/clinical services,2008,549,MT,Montana,00030,West,Mountain,969890.331254705,1653.93438580768,1653.93438580768,1653.93438580768,0.213723284589427,0.213723284589427,0.213723284589427
Payer,Private,2008,549,MT,Montana,00030,West,Mountain,969890.331254705,2428.67207179128,2428.67207179128,2428.67207179128,0.313835770528684,0.313835770528684,0.313835770528684
Aggregate,Aggregate,2009,549,MT,Montana,00030,West,Mountain,979862.333299623,8034.8861883783,8034.8861883783,8034.8861883783,,,
toc,Dental,2009,549,MT,Montana,00030,West,Mountain,979862.333299623,386.269172234747,386.269172234747,386.269172234747,0.0480740066727328,0.0480740066727328,0.0480740066727328
toc,Home health,2009,549,MT,Montana,00030,West,Mountain,979862.333299623,138.91068023584,138.91068023584,138.91068023584,0.0172884440400364,0.0172884440400364,0.0172884440400364
toc,Hospital,2009,549,MT,Montana,00030,West,Mountain,979862.333299623,3489.82621224074,3489.82621224074,3489.82621224074,0.434334243251441,0.434334243251441,0.434334243251441
Payer,Medicaid,2009,549,MT,Montana,00030,West,Mountain,979862.333299623,1030.8634691186,1030.8634691186,1030.8634691186,0.128298453139217,0.128298453139217,0.128298453139217
Payer,Medicare,2009,549,MT,Montana,00030,West,Mountain,979862.333299623,1490.243525688,1490.243525688,1490.243525688,0.185471640885654,0.185471640885654,0.185471640885654
toc,Skilled nursing,2009,549,MT,Montana,00030,West,Mountain,979862.333299623,474.002233436329,474.002233436329,474.002233436329,0.0589930239611767,0.0589930239611767,0.0589930239611767
Payer,OOP,2009,549,MT,Montana,00030,West,Mountain,979862.333299623,3201.03821911887,3201.03821911887,3201.03821911887,0.398392478010313,0.398392478010313,0.398392478010313
toc,Other professional,2009,549,MT,Montana,00030,West,Mountain,979862.333299623,270.510272038214,270.510272038214,270.510272038214,0.0336669699727024,0.0336669699727024,0.0336669699727024
toc,Other,2009,549,MT,Montana,00030,West,Mountain,979862.333299623,617.786972627813,617.786972627813,617.786972627813,0.0768880800727934,0.0768880800727934,0.0768880800727934
toc,Pharmaceuticals,2009,549,MT,Montana,00030,West,Mountain,979862.333299623,940.693378439192,940.693378439192,940.693378439192,0.117076129814983,0.117076129814983,0.117076129814983
toc,Physician/clinical services,2009,549,MT,Montana,00030,West,Mountain,979862.333299623,1716.88726712542,1716.88726712542,1716.88726712542,0.213679102214134,0.213679102214134,0.213679102214134
Payer,Private,2009,549,MT,Montana,00030,West,Mountain,979862.333299623,2312.74097445284,2312.74097445284,2312.74097445284,0.287837427964817,0.287837427964817,0.287837427964817
Aggregate,Aggregate,2010,549,MT,Montana,00030,West,Mountain,990208.615088939,8286.04779815295,8286.04779815295,8286.04779815295,,,
toc,Dental,2010,549,MT,Montana,00030,West,Mountain,990208.615088939,396.046205940137,396.046205940137,396.046205940137,0.0477967561360701,0.0477967561360701,0.0477967561360701
toc,Home health,2010,549,MT,Montana,00030,West,Mountain,990208.615088939,140.340697600409,140.340697600409,140.340697600409,0.0169369886608296,0.0169369886608296,0.0169369886608296
toc,Hospital,2010,549,MT,Montana,00030,West,Mountain,990208.615088939,3659.56208912252,3659.56208912252,3659.56208912252,0.441653509401464,0.441653509401464,0.441653509401464
Payer,Medicaid,2010,549,MT,Montana,00030,West,Mountain,990208.615088939,1172.50905984196,1172.50905984196,1172.50905984196,0.14150401836969,0.14150401836969,0.14150401836969
Payer,Medicare,2010,549,MT,Montana,00030,West,Mountain,990208.615088939,1532.82371007738,1532.82371007738,1532.82371007738,0.184988518943743,0.184988518943743,0.184988518943743
toc,Skilled nursing,2010,549,MT,Montana,00030,West,Mountain,990208.615088939,474.541850360704,474.541850360704,474.541850360704,0.0572699870819578,0.0572699870819578,0.0572699870819578
Payer,OOP,2010,549,MT,Montana,00030,West,Mountain,990208.615088939,3210.72460605812,3210.72460605812,3210.72460605812,0.387485648679679,0.387485648679679,0.387485648679679
toc,Other professional,2010,549,MT,Montana,00030,West,Mountain,990208.615088939,284.249379038117,284.249379038117,284.249379038117,0.0343045787282906,0.0343045787282906,0.0343045787282906
toc,Other,2010,549,MT,Montana,00030,West,Mountain,990208.615088939,668.402305520591,668.402305520591,668.402305520591,0.0806659968422564,0.0806659968422564,0.0806659968422564
toc,Pharmaceuticals,2010,549,MT,Montana,00030,West,Mountain,990208.615088939,921.729157968787,921.729157968787,921.729157968787,0.111238696713076,0.111238696713076,0.111238696713076
toc,Physician/clinical services,2010,549,MT,Montana,00030,West,Mountain,990208.615088939,1741.17611260168,1741.17611260168,1741.17611260168,0.210133486436056,0.210133486436056,0.210133486436056
Payer,Private,2010,549,MT,Montana,00030,West,Mountain,990208.615088939,2369.99042217549,2369.99042217549,2369.99042217549,0.286021814006888,0.286021814006888,0.286021814006888
Aggregate,Aggregate,2011,549,MT,Montana,00030,West,Mountain,1001120.48681658,8377.77583113065,8377.77583113065,8377.77583113065,,,
toc,Dental,2011,549,MT,Montana,00030,West,Mountain,1001120.48681658,388.80794053579,388.80794053579,388.80794053579,0.0464094466565975,0.0464094466565975,0.0464094466565975
toc,Home health,2011,549,MT,Montana,00030,West,Mountain,1001120.48681658,148.391196239992,148.391196239992,148.391196239992,0.0177124811204175,0.0177124811204175,0.0177124811204175
toc,Hospital,2011,549,MT,Montana,00030,West,Mountain,1001120.48681658,3717.83214145466,3717.83214145466,3717.83214145466,0.443773170396815,0.443773170396815,0.443773170396815
Payer,Medicaid,2011,549,MT,Montana,00030,West,Mountain,1001120.48681658,943.002907553485,943.002907553485,943.002907553485,0.112560054907344,0.112560054907344,0.112560054907344
Payer,Medicare,2011,549,MT,Montana,00030,West,Mountain,1001120.48681658,1542.15475491369,1542.15475491369,1542.15475491369,0.184076870281401,0.184076870281401,0.184076870281401
toc,Skilled nursing,2011,549,MT,Montana,00030,West,Mountain,1001120.48681658,460.127740279042,460.127740279042,460.127740279042,0.0549224220788137,0.0549224220788137,0.0549224220788137
Payer,OOP,2011,549,MT,Montana,00030,West,Mountain,1001120.48681658,3326.96025799052,3326.96025799052,3326.96025799052,0.397117364447494,0.397117364447494,0.397117364447494
toc,Other professional,2011,549,MT,Montana,00030,West,Mountain,1001120.48681658,296.782392479982,296.782392479982,296.782392479982,0.0354249622408348,0.0354249622408348,0.0354249622408348
toc,Other,2011,549,MT,Montana,00030,West,Mountain,1001120.48681658,672.936820158099,672.936820158099,672.936820158099,0.0803240422902651,0.0803240422902651,0.0803240422902651
toc,Pharmaceuticals,2011,549,MT,Montana,00030,West,Mountain,1001120.48681658,899.549732245529,899.549732245529,899.549732245529,0.107373335164081,0.107373335164081,0.107373335164081
toc,Physician/clinical services,2011,549,MT,Montana,00030,West,Mountain,1001120.48681658,1793.34786773756,1793.34786773756,1793.34786773756,0.214060140052176,0.214060140052176,0.214060140052176
Payer,Private,2011,549,MT,Montana,00030,West,Mountain,1001120.48681658,2565.65791067295,2565.65791067295,2565.65791067295,0.306245710363761,0.306245710363761,0.306245710363761
Aggregate,Aggregate,2012,549,MT,Montana,00030,West,Mountain,1012518.08223036,8572.82995147212,8572.82995147212,8572.82995147212,,,
toc,Dental,2012,549,MT,Montana,00030,West,Mountain,1012518.08223036,413.914616345154,413.914616345154,413.914616345154,0.0482821447162937,0.0482821447162937,0.0482821447162937
toc,Home health,2012,549,MT,Montana,00030,West,Mountain,1012518.08223036,164.003904589589,164.003904589589,164.003904589589,0.0191306611140031,0.0191306611140031,0.0191306611140031
toc,Hospital,2012,549,MT,Montana,00030,West,Mountain,1012518.08223036,3801.09729888932,3801.09729888932,3801.09729888932,0.443388859968766,0.443388859968766,0.443388859968766
Payer,Medicaid,2012,549,MT,Montana,00030,West,Mountain,1012518.08223036,1064.21337328619,1064.21337328619,1064.21337328619,0.124137931034482,0.124137931034482,0.124137931034482
Payer,Medicare,2012,549,MT,Montana,00030,West,Mountain,1012518.08223036,1592.97347699443,1592.97347699443,1592.97347699443,0.185816525699414,0.185816525699414,0.185816525699414
toc,Skilled nursing,2012,549,MT,Montana,00030,West,Mountain,1012518.08223036,455.194510697635,455.194510697635,455.194510697635,0.0530973451327434,0.0530973451327434,0.0530973451327434
Payer,OOP,2012,549,MT,Montana,00030,West,Mountain,1012518.08223036,3415.7456488494,3415.7456488494,3415.7456488494,0.398438516590761,0.398438516590761,0.398438516590761
toc,Other professional,2012,549,MT,Montana,00030,West,Mountain,1012518.08223036,312.388389694455,312.388389694455,312.388389694455,0.0364393545028631,0.0364393545028631,0.0364393545028631
toc,Other,2012,549,MT,Montana,00030,West,Mountain,1012518.08223036,719.608969117585,719.608969117585,719.608969117585,0.0839406559083811,0.0839406559083811,0.0839406559083811
toc,Pharmaceuticals,2012,549,MT,Montana,00030,West,Mountain,1012518.08223036,889.191237808861,889.191237808861,889.191237808861,0.103722019781364,0.103722019781364,0.103722019781364
toc,Physician/clinical services,2012,549,MT,Montana,00030,West,Mountain,1012518.08223036,1817.43102432952,1817.43102432952,1817.43102432952,0.211998958875585,0.211998958875585,0.211998958875585
Payer,Private,2012,549,MT,Montana,00030,West,Mountain,1012518.08223036,2499.89745234209,2499.89745234209,2499.89745234209,0.291607026675341,0.291607026675341,0.291607026675341
Aggregate,Aggregate,2013,549,MT,Montana,00030,West,Mountain,1024310.339765,8759.85717072947,8759.85717072947,8759.85717072947,,,
toc,Dental,2013,549,MT,Montana,00030,West,Mountain,1024310.339765,413.740941717769,413.740941717769,413.740941717769,0.0472314712048342,0.0472314712048342,0.0472314712048342
toc,Home health,2013,549,MT,Montana,00030,West,Mountain,1024310.339765,167.440851086826,167.440851086826,167.440851086826,0.0191145640646196,0.0191145640646196,0.0191145640646196
toc,Hospital,2013,549,MT,Montana,00030,West,Mountain,1024310.339765,4015.33963541762,4015.33963541762,4015.33963541762,0.458379578246393,0.458379578246393,0.458379578246393
Payer,Medicaid,2013,549,MT,Montana,00030,West,Mountain,1024310.339765,1076.07520252177,1076.07520252177,1076.07520252177,0.122841637888505,0.122841637888505,0.122841637888505
Payer,Medicare,2013,549,MT,Montana,00030,West,Mountain,1024310.339765,1636.80113636595,1636.80113636595,1636.80113636595,0.186852491366551,0.186852491366551,0.186852491366551
toc,Skilled nursing,2013,549,MT,Montana,00030,West,Mountain,1024310.339765,452.630429712128,452.630429712128,452.630429712128,0.0516709828585522,0.0516709828585522,0.0516709828585522
Payer,OOP,2013,549,MT,Montana,00030,West,Mountain,1024310.339765,3498.32480498545,3498.32480498545,3498.32480498545,0.399358658115442,0.399358658115442,0.399358658115442
toc,Other professional,2013,549,MT,Montana,00030,West,Mountain,1024310.339765,314.356694621072,314.356694621072,314.356694621072,0.0358860525342212,0.0358860525342212,0.0358860525342212
toc,Other,2013,549,MT,Montana,00030,West,Mountain,1024310.339765,729.17789989424,729.17789989424,729.17789989424,0.0832408435072142,0.0832408435072142,0.0832408435072142
toc,Pharmaceuticals,2013,549,MT,Montana,00030,West,Mountain,1024310.339765,892.297696759466,892.297696759466,892.297696759466,0.101862128499198,0.101862128499198,0.101862128499198
toc,Physician/clinical services,2013,549,MT,Montana,00030,West,Mountain,1024310.339765,1774.87302152035,1774.87302152035,1774.87302152035,0.202614379084967,0.202614379084967,0.202614379084967
Payer,Private,2013,549,MT,Montana,00030,West,Mountain,1024310.339765,2548.65602685629,2548.65602685629,2548.65602685629,0.290947212629501,0.290947212629501,0.290947212629501
Aggregate,Aggregate,2014,549,MT,Montana,00030,West,Mountain,1036461.68594865,8811.01456756817,8811.01456756817,8811.01456756817,,,
toc,Dental,2014,549,MT,Montana,00030,West,Mountain,1036461.68594865,414.981180870242,414.981180870242,414.981180870242,0.0470980019029495,0.0470980019029495,0.0470980019029495
toc,Home health,2014,549,MT,Montana,00030,West,Mountain,1036461.68594865,162.429502613352,162.429502613352,162.429502613352,0.0184348239771646,0.0184348239771646,0.0184348239771646
toc,Hospital,2014,549,MT,Montana,00030,West,Mountain,1036461.68594865,3989.47817063891,3989.47817063891,3989.47817063891,0.45278306374881,0.45278306374881,0.45278306374881
Payer,Medicaid,2014,549,MT,Montana,00030,West,Mountain,1036461.68594865,1111.72392153523,1111.72392153523,1111.72392153523,0.126174337019859,0.126174337019859,0.126174337019859
Payer,Medicare,2014,549,MT,Montana,00030,West,Mountain,1036461.68594865,1681.73128564002,1681.73128564002,1681.73128564002,0.190866928291117,0.190866928291117,0.190866928291117
toc,Skilled nursing,2014,549,MT,Montana,00030,West,Mountain,1036461.68594865,451.658810492611,451.658810492611,451.658810492611,0.0512607040913415,0.0512607040913415,0.0512607040913415
Payer,OOP,2014,549,MT,Montana,00030,West,Mountain,1036461.68594865,3398.04022388198,3398.04022388198,3398.04022388198,0.385658223332144,0.385658223332144,0.385658223332144
toc,Other professional,2014,549,MT,Montana,00030,West,Mountain,1036461.68594865,324.859005226705,324.859005226705,324.859005226705,0.0368696479543292,0.0368696479543292,0.0368696479543292
toc,Other,2014,549,MT,Montana,00030,West,Mountain,1036461.68594865,762.894696145293,762.894696145293,762.894696145293,0.0865842055185537,0.0865842055185537,0.0865842055185537
toc,Pharmaceuticals,2014,549,MT,Montana,00030,West,Mountain,1036461.68594865,927.420063308496,927.420063308496,927.420063308496,0.105256898192198,0.105256898192198,0.105256898192198
toc,Physician/clinical services,2014,549,MT,Montana,00030,West,Mountain,1036461.68594865,1777.29313827255,1777.29313827255,1777.29313827255,0.201712654614653,0.201712654614653,0.201712654614653
Payer,Private,2014,549,MT,Montana,00030,West,Mountain,1036461.68594865,2619.51913651093,2619.51913651093,2619.51913651093,0.297300511356879,0.297300511356879,0.297300511356879
Aggregate,Aggregate,2015,549,MT,Montana,00030,West,Mountain,1048520.65259392,9097.11493629072,8748.20293629072,9446.02693629072,,,
toc,Dental,2015,549,MT,Montana,00030,West,Mountain,1048520.65259392,424.498659840645,396.326785594789,451.676327386154,0.0466631320385322,0.0495408497145517,0.043655644887641
toc,Home health,2015,549,MT,Montana,00030,West,Mountain,1048520.65259392,168.964946056486,151.41888232467,187.366924004215,0.0185737605206468,0.0205979530100798,0.0166610679831029
toc,Hospital,2015,549,MT,Montana,00030,West,Mountain,1048520.65259392,4129.29501935604,4012.28322551537,4247.28744925311,0.453912084234388,0.466129623518816,0.441487347441915
Payer,Medicaid,2015,549,MT,Montana,00030,West,Mountain,1048520.65259392,1150.06206574547,1111.08803289196,1187.50541973346,0.126420443003557,0.130232535333262,0.12226113364773
Payer,Medicare,2015,549,MT,Montana,00030,West,Mountain,1048520.65259392,1773.12849281796,1734.73296038831,1811.36738891588,0.19491126021764,0.198592894189679,0.191269202007204
toc,Skilled nursing,2015,549,MT,Montana,00030,West,Mountain,1048520.65259392,460.611344591541,417.583316364021,506.19032907727,0.0506334042358395,0.0556370976792501,0.0458314218445041
Payer,OOP,2015,549,MT,Montana,00030,West,Mountain,1048520.65259392,3490.35776405176,3418.31535687129,3559.89507307804,0.383677594069354,0.390065171702,0.377244007134045
toc,Other professional,2015,549,MT,Montana,00030,West,Mountain,1048520.65259392,336.487564005319,309.071387397701,363.873423185996,0.0369882079147426,0.0400315578101585,0.0340634033761256
